2025-10-14 14:50:24,481 | INFO     | New user input received: Tôi cần lời bài hatf Lâu không cười 
2025-10-14 14:50:24,490 | DEBUG    | Request options: {'method': 'post', 'url': '/chat/completions', 'headers': {'X-Stainless-Raw-Response': 'true'}, 'files': None, 'idempotency_key': 'stainless-python-retry-ca3e5d37-db4c-410f-ba9c-1807bd1a1530', 'json_data': {'messages': [{'content': 'Bạn là một trợ lý hữu ích, thân thiện và luôn trả lời ngắn gọn súc tích.', 'role': 'system'}, {'content': 'Tôi cần lời bài hatf Lâu không cười ', 'role': 'user'}], 'model': 'qwen/qwen3-8b:free', 'stream': False}}
2025-10-14 14:50:24,502 | DEBUG    | Sending HTTP Request: POST https://openrouter.ai/api/v1/chat/completions
2025-10-14 14:50:24,534 | DEBUG    | connect_tcp.started host='openrouter.ai' port=443 local_address=None timeout=None socket_options=None
2025-10-14 14:50:24,610 | DEBUG    | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000181B0D5A200>
2025-10-14 14:50:24,610 | DEBUG    | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000181B084C640> server_hostname='openrouter.ai' timeout=None
2025-10-14 14:50:24,668 | DEBUG    | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000181B0D5A080>
2025-10-14 14:50:24,668 | DEBUG    | send_request_headers.started request=<Request [b'POST']>
2025-10-14 14:50:24,669 | DEBUG    | send_request_headers.complete
2025-10-14 14:50:24,670 | DEBUG    | send_request_body.started request=<Request [b'POST']>
2025-10-14 14:50:24,670 | DEBUG    | send_request_body.complete
2025-10-14 14:50:24,671 | DEBUG    | receive_response_headers.started request=<Request [b'POST']>
2025-10-14 14:50:27,177 | DEBUG    | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 14 Oct 2025 07:50:31 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Content-Encoding', b'gzip'), (b'CF-Ray', b'98e57c6cae066e52-HKG'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Access-Control-Allow-Origin', b'*'), (b'Vary', b'Accept-Encoding'), (b'permissions-policy', b'payment=(self "https://checkout.stripe.com" "https://connect-js.stripe.com" "https://js.stripe.com" "https://*.js.stripe.com" "https://hooks.stripe.com")'), (b'Permissions-Policy', b'payment=(self "https://checkout.stripe.com" "https://connect-js.stripe.com" "https://js.stripe.com" "https://*.js.stripe.com" "https://hooks.stripe.com")'), (b'referrer-policy', b'no-referrer, strict-origin-when-cross-origin'), (b'Referrer-Policy', b'no-referrer, strict-origin-when-cross-origin'), (b'x-content-type-options', b'nosniff'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare')])
2025-10-14 14:50:27,187 | INFO     | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-14 14:50:27,187 | DEBUG    | receive_response_body.started request=<Request [b'POST']>
2025-10-14 14:50:33,822 | DEBUG    | receive_response_body.complete
2025-10-14 14:50:33,822 | DEBUG    | response_closed.started
2025-10-14 14:50:33,822 | DEBUG    | response_closed.complete
2025-10-14 14:50:33,823 | DEBUG    | HTTP Response: POST https://openrouter.ai/api/v1/chat/completions "200 OK" Headers([('date', 'Tue, 14 Oct 2025 07:50:31 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('content-encoding', 'gzip'), ('cf-ray', '98e57c6cae066e52-HKG'), ('cf-cache-status', 'DYNAMIC'), ('access-control-allow-origin', '*'), ('vary', 'Accept-Encoding'), ('permissions-policy', 'payment=(self "https://checkout.stripe.com" "https://connect-js.stripe.com" "https://js.stripe.com" "https://*.js.stripe.com" "https://hooks.stripe.com")'), ('permissions-policy', 'payment=(self "https://checkout.stripe.com" "https://connect-js.stripe.com" "https://js.stripe.com" "https://*.js.stripe.com" "https://hooks.stripe.com")'), ('referrer-policy', 'no-referrer, strict-origin-when-cross-origin'), ('referrer-policy', 'no-referrer, strict-origin-when-cross-origin'), ('x-content-type-options', 'nosniff'), ('x-content-type-options', 'nosniff'), ('server', 'cloudflare')])
2025-10-14 14:50:33,823 | DEBUG    | request_id: None
2025-10-14 14:50:33,831 | INFO     | Model response generated successfully
2025-10-14 14:50:33,835 | DEBUG    | Event received: {'chatbot': {'messages': [{'role': 'assistant', 'content': 'Lời bài hát "Lâu Không Cười" của Đen Vâu:  \n\n**Verse 1:**  \nNhớ anh lắm rồi, đi đâu cũng thấy bóng anh  \nMộng thấy anh cười, nhưng nụ cười không thật  \nTừng ngày từng đêm, em cũng cố vui  \nNhưng vui đành bỏ, chỉ còn nỗi nhớ  \n\n**Chorus:**  \nLâu không cười, chắc anh quá muộn rồi  \nNhớ anh quá nhiều, khó có thể giấu  \nMong anh biết, dù không nhớ em  \nThời gian trôi, nên em cũng quên  \n\n**Verse 2:**  \nEm đã cố gắng, để quên đi nỗi đau  \nNhưng ký ức cứ gọi, như tiếng mưa rơi  \nĐêm nay em lại, thấy mặt anh trong mơ  \nCười khúc khắc như xưa, nhưng giờ đã qua  \n\n**Bridge:**  \nAnh có biết không, mỗi người em nhớ  \nLà khoảng lặng, nơi trái tim cứ đau  \nNếu ngày mai anh lại cười như xưa  \nEm sẽ không phải, nhớ anh nhiều thế  \n\n**Outro:**  \nLâu không cười, chắc anh quá muộn rồi  \nNhớ anh quá nhiều, khó có thể giấu  \nMong anh biết, dù không nhớ em  \nThời gian trôi, nên em cũng quên  \n\n*(Lưu ý: Đây là phiên bản súc tích, bạn có thể cần hoàn chỉnh hoặc dịch chính xác hơn tùy nhu cầu)*  \nNếu cần phần nào cụ thể, mình có thể hỗ trợ thêm nhé! 😊'}]}}
2025-10-14 14:51:38,745 | INFO     | New user input received: cho tôi lyrics của bài Lâu không cười
2025-10-14 14:51:38,750 | DEBUG    | Request options: {'method': 'post', 'url': '/chat/completions', 'headers': {'X-Stainless-Raw-Response': 'true'}, 'files': None, 'idempotency_key': 'stainless-python-retry-c81ea177-6e26-482c-9148-17b7e4f67b8c', 'json_data': {'messages': [{'content': 'Bạn là một trợ lý hữu ích, thân thiện và luôn trả lời ngắn gọn súc tích.', 'role': 'system'}, {'content': 'cho tôi lyrics của bài Lâu không cười', 'role': 'user'}], 'model': 'qwen/qwen3-8b:free', 'stream': False}}
2025-10-14 14:51:38,751 | DEBUG    | Sending HTTP Request: POST https://openrouter.ai/api/v1/chat/completions
2025-10-14 14:51:38,751 | DEBUG    | close.started
2025-10-14 14:51:38,752 | DEBUG    | close.complete
2025-10-14 14:51:38,752 | DEBUG    | connect_tcp.started host='openrouter.ai' port=443 local_address=None timeout=None socket_options=None
2025-10-14 14:51:38,799 | DEBUG    | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000181B0DCC2E0>
2025-10-14 14:51:38,800 | DEBUG    | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000181B084C640> server_hostname='openrouter.ai' timeout=None
2025-10-14 14:51:38,842 | DEBUG    | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000181B0DCC190>
2025-10-14 14:51:38,842 | DEBUG    | send_request_headers.started request=<Request [b'POST']>
2025-10-14 14:51:38,842 | DEBUG    | send_request_headers.complete
2025-10-14 14:51:38,842 | DEBUG    | send_request_body.started request=<Request [b'POST']>
2025-10-14 14:51:38,842 | DEBUG    | send_request_body.complete
2025-10-14 14:51:38,842 | DEBUG    | receive_response_headers.started request=<Request [b'POST']>
